辞書,文境界,書字形（＝表層形）,語彙素,語種,書字形(基本形),語形(基本形),語彙素ID
,I,中心,中心,漢,中心,チュウシン,23828
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,オフィス,オフィス-office,外,オフィス,オフィス,5169
,I,ビル,ビル-building,外,ビル,ビル,32120
,I,開発,開発,漢,開発,カイハツ,5876
,I,、,、,記号,、,,24
,I,ホテル,ホテル-hotel,外,ホテル,ホテル,34761
,I,や,や,和,や,ヤ,38083
,I,カジノ,カジノ-casino,外,カジノ,カジノ,6472
,I,経営,経営,漢,経営,ケイエイ,10896
,I,など,など,和,など,ナド,27905
,I,に,に,和,に,ニ,28178
,I,乗り出し,乗り出す,和,乗り出す,ノリダス,29260
,I,、,、,記号,、,,24
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,7,七,和,7,ナナ,27908
,I,1,一,漢,1,イチ,2050
,I,年,年,漢,年,ネン,28927
,I,に,に,和,に,ニ,28178
,I,父,父,和,父,チチ,23553
,I,の,の,和,の,ノ,28989
,I,フレッド,フレッド-Fred,固,フレッド,フレッド,143395
,I,から,から,和,から,カラ,7219
,I,同社,同社,漢,同社,ドウシャ,27069
,I,の,の,和,の,ノ,28989
,I,経営,経営,漢,経営,ケイエイ,10896
,I,権,権,漢,権,ケン,11254
,I,を,を,和,を,ヲ,41407
,I,与え,与える,和,与える,アタエル,727
,I,られ,られる,和,られる,ラレル,39787
,I,社名,社名,漢,社名,シャメイ,15984
,I,を,を,和,を,ヲ,41407
,I,現行,現行,漢,現行,ゲンコウ,11654
,I,の,の,和,の,ノ,28989
,I,「,「,記号,「,,33
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,・,・,記号,・,,44
,I,オーガナイゼーション,オーガニゼーション-organization,外,オーガナイゼーション,オーガナイゼーション,42012
,I,」,」,記号,」,,34
,I,に,に,和,に,ニ,28178
,I,改め,改める,和,改める,アラタメル,1150
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,5,五,漢,5,ゴ,13327
,I,1,一,漢,1,イチ,2050
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,なお,猶,和,なお,ナオ,27537
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,2,二,漢,2,ニ,28181
,I,年,年,漢,年,ネン,28927
,I,時点,時点,漢,時点,ジテン,17995
,I,で,で,和,で,デ,25518
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,氏,氏,漢,氏,シ,14945
,I,は,は,和,は,ハ,29321
,I,『,『,記号,『,,35
,I,フォーブス,フォーブス-Forbes,固,フォーブス,フォーブス,140554
,I,』,』,記号,』,,36
,I,誌,誌,漢,誌,シ,14955
,I,の,の,和,の,ノ,28989
,I,富裕,富裕,漢,富裕,フユウ,33035
,I,層,層,漢,層,ソウ,20942
,I,リスト,リスト-list,外,リスト,リスト,39982
,I,の,の,和,の,ノ,28989
,I,最初,最初,漢,最初,サイショ,13728
,I,の,の,和,の,ノ,28989
,I,リスト,リスト-list,外,リスト,リスト,39982
,I,に,に,和,に,ニ,28178
,I,、,、,記号,、,,24
,I,彼,彼,和,彼,カレ,7330
,I,の,の,和,の,ノ,28989
,I,家族,家族,漢,家族,カゾク,6591
,I,の,の,和,の,ノ,28989
,I,推定,推定,漢,推定,スイテイ,18949
,I,純,純,漢,純,ジュン,18374
,I,資産,資産,漢,資産,シサン,15263
,I,2,二,漢,2,ニ,28181
,I,億,億,漢,億,オク,4808
,I,ドル,ドル-dollar,外,ドル,ドル,27370
,I,の,の,和,の,ノ,28989
,I,シェア,シェア-share,外,シェア,シェア,14992
,I,を,を,和,を,ヲ,41407
,I,持っ,持つ,和,持つ,モツ,37804
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,と,と,和,と,ト,25826
,I,記載,記載,漢,記載,キサイ,8453
,I,さ,為る,和,する,スル,19537
,I,れ,れる,和,れる,レル,40741
,I,て,て,和,て,テ,24874
,I,い,居る,和,いる,イル,2585
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,年,年,漢,年,ネン,28927
,I,代,代,漢,代,ダイ,22925
,I,に,に,和,に,ニ,28178
,I,経済,経済,漢,経済,ケイザイ,10945
,I,的,的,漢,的,テキ,25076
,I,損失,損失,漢,損失,ソンシツ,21492
,I,を,を,和,を,ヲ,41407
,I,被っ,被る,和,被る,カブル,7023
,I,た,た,和,た,タ,21642
,I,ため,為,和,ため,タメ,22686
,I,、,、,記号,、,,24
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,9,九,漢,9,キュウ,8929
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,年,年,漢,年,ネン,28927
,I,から,から,和,から,カラ,7219
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,9,九,漢,9,キュウ,8929
,I,5,五,漢,5,ゴ,13327
,I,年,年,漢,年,ネン,28927
,I,の,の,和,の,ノ,28989
,I,間,間,和,間,アイダ,168
,I,に,に,和,に,ニ,28178
,I,リスト,リスト-list,外,リスト,リスト,39982
,I,から,から,和,から,カラ,7219
,I,外さ,外す,和,外す,ハズス,29743
,I,れ,れる,和,れる,レル,40741
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,5,五,漢,5,ゴ,13327
,I,2,二,漢,2,ニ,28181
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,なお,猶,和,なお,ナオ,27537
,I,この,此の,和,この,コノ,12905
,I,ころ,頃,和,ころ,コロ,13107
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,赤狩り,赤狩り,和,赤狩り,アカガリ,314
,I,旋風,旋風,漢,旋風,センプウ,20633
,I,」,」,記号,」,,34
,I,で,で,和,で,デ,25518
,I,悪名,悪名,漢,悪名,アクメイ,482
,I,を,を,和,を,ヲ,41407
,I,馳せ,馳せる,和,馳せる,ハセル,29753
,I,た,た,和,た,タ,21642
,I,弁護,弁護,漢,弁護,ベンゴ,34257
,I,士,士,漢,士,シ,14932
,I,の,の,和,の,ノ,28989
,I,ロイ,ロイ-外国,固,ロイ,ロイ,104772
,I,・,・,記号,・,,44
,I,コーン,コーン-corn,外,コーン,コーン,82928
,I,を,を,和,を,ヲ,41407
,I,顧問,顧問,漢,顧問,コモン,13048
,I,弁護,弁護,漢,弁護,ベンゴ,34257
,I,士,士,漢,士,シ,14932
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,[,［,記号,[,,58
,I,5,五,漢,5,ゴ,13327
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,5,五,漢,5,ゴ,13327
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,7,七,和,7,ナナ,27908
,I,7,七,和,7,ナナ,27908
,I,年,年,漢,年,ネン,28927
,I,4,四,和,4,ヨン,39551
,I,月,月,漢,月,ガツ,8121
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,チェコスロバキア,チェコ・スロバキア-Czecho-Slovakia,固,チェコスロバキア,チェコスロバキア,88743
,I,人,人,漢,人,ジン,18765
,I,で,で,和,で,デ,25518
,I,モデル,モデル-model,外,モデル,モデル,37817
,I,の,の,和,の,ノ,28989
,I,イヴァナ,イバナ-Ivana,固,イヴァナ,イバナ,241670
,I,と,と,和,と,ト,25826
,I,結婚,結婚,漢,結婚,ケッコン,11131
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,広告,広告,漢,広告,コウコク,12030
,I,塔,塔,漢,塔,トウ,25861
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,インテリア,インテリア-interior,外,インテリア,インテリア,2800
,I,関連,関連,漢,関連,カンレン,7855
,I,会社,会社,漢,会社,カイシャ,5738
,I,・,・,記号,・,,44
,I,ホテル,ホテル-hotel,外,ホテル,ホテル,34761
,I,・,・,記号,・,,44
,I,カジノ,カジノ-casino,外,カジノ,カジノ,6472
,I,の,の,和,の,ノ,28989
,I,運営,運営,漢,運営,ウンエイ,3574
,I,を,を,和,を,ヲ,41407
,I,任せる,任せる,和,任せる,マカセル,35500
,I,こと,事,和,こと,コト,12836
,I,で,だ,和,だ,ダ,22916
,I,、,、,記号,、,,24
,I,メディア,メディア-media,外,メディア,メディア,37453
,I,から,から,和,から,カラ,7219
,I,の,の,和,の,ノ,28989
,I,注目,注目,漢,注目,チュウモク,23895
,I,を,を,和,を,ヲ,41407
,I,浴び,浴びる,和,浴びる,アビル,935
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,5,五,漢,5,ゴ,13327
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,異,異,漢,異,イ,1513
,I,業種,業種,漢,業種,ギョウシュ,9902
,I,進出,進出,漢,進出,シンシュツ,17365
,I,[,［,記号,[,,58
,I,編集,編集,漢,編集,ヘンシュウ,34038
,I,],］,記号,],,59
,B,:n:トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,・,・,記号,・,,44
,I,シャトル,シャトル-shuttle,外,シャトル,シャトル,15956
,I,の,の,和,の,ノ,28989
,I,ボーイング,ボーイング-Boeing,固,ボーイング,ボーイング,35267
,I,7,七,和,7,ナナ,27908
,I,2,二,漢,2,ニ,28181
,I,7,七,和,7,ナナ,27908
,I,-,,,,,　
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,型,型,和,型,ガタ,8072
,I,機,機,漢,機,キ,8261
,B,:n:マンハッタン,マンハッタン-Manhattan,固,マンハッタン,マンハッタン,36177
,I,の,の,和,の,ノ,28989
,I,開発,開発,漢,開発,カイハツ,5876
,I,プロジェクト,プロジェクト-project,外,プロジェクト,プロジェクト,33772
,I,に,に,和,に,ニ,28178
,I,携わる,携わる,和,携わる,タズサワル,22308
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,（,（,記号,（,,46
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,5,五,漢,5,ゴ,13327
,I,年,年,漢,年,ネン,28927
,I,）,）,記号,）,,49
,B,:n:ロナルド,ロナルド-外国,固,ロナルド,ロナルド,41001
,I,・,・,記号,・,,44
,I,レーガン,レーガン-Reagan,固,レーガン,レーガン,40831
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,と,と,和,と,ト,25826
,I,イヴァナ,イバナ-Ivana,固,イヴァナ,イバナ,241670
,I,と,と,和,と,ト,25826
,I,とも,共,和,とも,トモ,26643
,I,に,に,和,に,ニ,28178
,I,（,（,記号,（,,46
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,5,五,漢,5,ゴ,13327
,I,年,年,漢,年,ネン,28927
,I,）,）,記号,）,,49
,B,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,3,三,漢,3,サン,14499
,I,年,年,漢,年,ネン,28927
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,新興,新興,漢,新興,シンコウ,17319
,I,の,の,和,の,ノ,28989
,I,プロ,プロ-pro,外,プロ,プロ,103238
,I,アメリカン,アメリカン-American,外,アメリカン,アメリカン,1062
,I,フットボール,フットボール-football,外,フットボール,フットボール,32916
,I,リーグ,リーグ-league,外,リーグ,リーグ,40435
,I,で,だ,和,だ,ダ,22916
,I,ある,有る,和,ある,アル,1216
,I,USFL,,,,,　
,I,の,の,和,の,ノ,28989
,I,ニュージャージー,ニュージャージー,固,ニュージャージー,ニュージャージー,28588
,I,・,・,記号,・,,44
,I,ジェネラルズ,ゼネラル-general,外,ジェネラルズ,ジェネラルズ,20748
,I,（,（,記号,（,,46
,I,英語,英語,漢,英語,エイゴ,3653
,I,版,版,漢,版,ハン,30308
,I,）,）,記号,）,,49
,I,の,の,和,の,ノ,28989
,I,オーナー,オーナー-owner,外,オーナー,オーナー,5538
,I,と,と,和,と,ト,25826
,I,なっ,成る,和,なる,ナル,28061
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,5,五,漢,5,ゴ,13327
,I,年,年,漢,年,ネン,28927
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,春夏,春夏,和,春夏,ハルナツ,30275
,I,制,制,漢,制,セイ,19678
,I,で,だ,和,だ,ダ,22916
,I,あっ,有る,和,ある,アル,1216
,I,た,た,和,た,タ,21642
,I,スケジュール,スケジュール-schedule,外,スケジュール,スケジュール,19139
,I,を,を,和,を,ヲ,41407
,I,N,Ｎ,記号,N,エヌ,3936
,I,F,Ｆ,記号,F,エフ,3997
,I,L,Ｌ,記号,L,エル,4109
,I,と,と,和,と,ト,25826
,I,同じ,同じ,和,同じ,オナジ,5118
,I,秋冬,秋冬,漢,秋冬,シュウトウ,180638
,I,制,制,漢,制,セイ,19678
,I,に,に,和,に,ニ,28178
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,N,Ｎ,記号,N,エヌ,3936
,I,F,Ｆ,記号,F,エフ,3997
,I,L,Ｌ,記号,L,エル,4109
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,合併,合併,漢,合併,ガッペイ,8118
,I,を,を,和,を,ヲ,41407
,I,目指す,目指す,和,目指す,メザス,37392
,I,よう,様,漢,よう,ヨウ,39002
,I,他,他,漢,他,タ,21645
,I,の,の,和,の,ノ,28989
,I,オーナー,オーナー-owner,外,オーナー,オーナー,5538
,I,たち,達,和,たち,タチ,22373
,I,を,を,和,を,ヲ,41407
,I,説得,説得,漢,説得,セットク,20232
,I,する,為る,和,する,スル,19537
,I,。,。,記号,。,,25
,I,だ,だ,和,だ,ダ,22916
,I,が,が,和,が,ガ,7888
,I,N,Ｎ,記号,N,エヌ,3936
,I,F,Ｆ,記号,F,エフ,3997
,I,L,Ｌ,記号,L,エル,4109
,I,を,を,和,を,ヲ,41407
,I,反,反,漢,反,ハン,30306
,I,トラスト,トラスト-trust,外,トラスト,トラスト,26723
,I,法,法,漢,法,ホウ,34380
,I,で,で,和,で,デ,25518
,I,訴え,訴える,和,訴える,ウッタエル,3264
,I,た,た,和,た,タ,21642
,I,裁判,裁判,漢,裁判,サイバン,13810
,I,は,は,和,は,ハ,29321
,I,実り,実り,和,実り,ミノリ,36770
,I,なく,無い,和,ない,ナイ,27442
,I,、,、,記号,、,,24
,I,U,Ｕ,記号,U,ユー,38951
,I,S,Ｓ,記号,S,エス,3819
,I,F,Ｆ,記号,F,エフ,3997
,I,L,Ｌ,記号,L,エル,4109
,I,は,は,和,は,ハ,29321
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,5,五,漢,5,ゴ,13327
,I,年,年,漢,年,ネン,28927
,I,を,を,和,を,ヲ,41407
,I,もっ,持つ,和,もつ,モツ,37804
,I,て,て,和,て,テ,24874
,I,消滅,消滅,漢,消滅,ショウメツ,16850
,I,する,為る,和,する,スル,19537
,I,こと,事,和,こと,コト,12836
,I,に,に,和,に,ニ,28178
,I,なっ,成る,和,なる,ナル,28061
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,5,五,漢,5,ゴ,13327
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,それ,其れ,和,それ,ソレ,21461
,I,まで,まで,和,まで,マデ,35891
,I,も,も,和,も,モ,37562
,I,、,、,記号,、,,24
,I,自身,自身,漢,自身,ジシン,17859
,I,が,が,和,が,ガ,7889
,I,所有,所有,漢,所有,ショユウ,17065
,I,する,為る,和,する,スル,19537
,I,アトランティック,アトランティック,固,アトランティック,アトランティック,88205
,I,・,・,記号,・,,44
,I,シティ,シティー-city,外,シティ,シティ,15564
,I,の,の,和,の,ノ,28989
,I,カジノ,カジノ-casino,外,カジノ,カジノ,6472
,I,まで,まで,和,まで,マデ,35891
,I,の,の,和,の,ノ,28989
,I,間,間,和,間,アイダ,168
,I,の,の,和,の,ノ,28989
,I,ヘリコプター,ヘリコプター-helicopter,外,ヘリコプター,ヘリコプター,33981
,I,会社,会社,漢,会社,カイシャ,5738
,I,も,も,和,も,モ,37562
,I,経営,経営,漢,経営,ケイエイ,10896
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,など,など,和,など,ナド,27905
,I,航空,航空,漢,航空,コウクウ,11993
,I,業,業,漢,業,ギョウ,9884
,I,界,界,漢,界,カイ,5617
,I,に,に,和,に,ニ,28178
,I,も,も,和,も,モ,37562
,I,進出,進出,漢,進出,シンシュツ,17365
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,い,居る,和,いる,イル,2585
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,8,八,漢,8,ハチ,29802
,I,9,九,漢,9,キュウ,8929
,I,年,年,漢,年,ネン,28927
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,当時,当時,漢,当時,トウジ,26011
,I,経営,経営,漢,経営,ケイエイ,10896
,I,不振,不振,漢,不振,フシン,32764
,I,に,だ,和,だ,ダ,22916
,I,陥っ,陥る,和,陥る,オチイル,5016
,I,て,て,和,て,テ,24874
,I,い,居る,和,いる,イル,2585
,I,た,た,和,た,タ,21642
,I,大手,大手,和,大手,オオテ,4639
,I,航空,航空,漢,航空,コウクウ,11993
,I,会社,会社,漢,会社,カイシャ,5738
,I,の,の,和,の,ノ,28989
,I,一,一,和,一,ヒト,31499
,I,つ,つ,和,つ,ツ,24322
,I,で,だ,和,だ,ダ,22916
,I,ある,有る,和,ある,アル,1216
,I,イースタン,イースタン-eastern,外,イースタン,イースタン,44552
,I,航空,航空,漢,航空,コウクウ,11993
,I,の,の,和,の,ノ,28989
,I,ニューヨーク,ニューヨーク,固,ニューヨーク,ニューヨーク,28604
,I,発,発,漢,発,ハツ,29904
,I,（,（,記号,（,,46
,I,ラガーディア,ラガーディア,固,ラガーディア,ラガーディア,177345
,I,空港,空港,漢,空港,クウコウ,10030
,I,）,）,記号,）,,49
,I,の,の,和,の,ノ,28989
,I,シャトル,シャトル-shuttle,外,シャトル,シャトル,15956
,I,便,便,漢,便,ビン,32129
,I,路線,路線,漢,路線,ロセン,40977
,I,網,網,漢,網,モウ,37574
,I,を,を,和,を,ヲ,41407
,I,買収,買収,漢,買収,バイシュウ,30539
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,、,、,記号,、,,24
,I,自ら,自ら,和,自ら,ミズカラ,36431
,I,の,の,和,の,ノ,28989
,I,名,名,和,名,ナ,27435
,I,を,を,和,を,ヲ,41407
,I,冠し,冠する,混,冠する,カンスル,7662
,I,た,た,和,た,タ,21642
,I,「,「,記号,「,,33
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,・,・,記号,・,,44
,I,シャトル,シャトル-shuttle,外,シャトル,シャトル,15956
,I,」,」,記号,」,,34
,I,を,を,和,を,ヲ,41407
,I,興す,起こす,和,興す,オコス,4872
,I,など,など,和,など,ナド,27905
,I,他,他,漢,他,タ,21645
,I,異,異,漢,異,イ,1513
,I,業種,業種,漢,業種,ギョウシュ,9902
,I,へ,へ,和,へ,ヘ,33819
,I,の,の,和,の,ノ,28989
,I,展開,展開,漢,展開,テンカイ,25355
,I,を,を,和,を,ヲ,41407
,I,進め,進める,和,進める,ススメル,19189
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,B,また,又,和,また,マタ,35734
,I,、,、,記号,、,,24
,I,ニューヨーク,ニューヨーク,固,ニューヨーク,ニューヨーク,28604
,I,を,を,和,を,ヲ,41407
,I,代表,代表,漢,代表,ダイヒョウ,23067
,I,する,為る,和,する,スル,19537
,I,最,最,漢,最,サイ,13633
,I,高級,高級,漢,高級,コウキュウ,11968
,I,ホテル,ホテル-hotel,外,ホテル,ホテル,34761
,I,の,の,和,の,ノ,28989
,I,一,一,和,一,ヒト,31499
,I,つ,つ,和,つ,ツ,24322
,I,「,「,記号,「,,33
,I,プラザ,プラザ-plaza,外,プラザ,プラザ,33701
,I,・,・,記号,・,,44
,I,ホテル,ホテル-hotel,外,ホテル,ホテル,34761
,I,」,」,記号,」,,34
,I,を,を,和,を,ヲ,41407
